Avg Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
34.21146128,10.77024892,34.64980005,4.985204971,577.7360249
33.45961932,12.66439052,36.36684325,1.726962043,436.5807403
34.20053941,12.66780888,37.48704925,3.701622287,553.9946736
31.1695068,13.97018107,36.67395274,1.785173945,427.3565308
32.51819681,11.50925345,36.59928909,3.02267576,424.7287739
34.52301962,11.40577045,36.37827101,4.041244969,541.049831
33.66599032,12.26371768,38.86023443,3.139526935,469.3831462
31.60983957,12.7107013,36.16646339,2.562818811,444.5455497
33.70088554,13.47157767,37.0716432,2.379076497,492.5568337
33.81173341,11.18680872,36.29889308,4.301996499,535.3216101
34.33667722,11.24681261,38.68258378,2.094761669,408.9583359
31.06132516,12.35763811,36.16604163,4.089330841,487.5554581
33.0697683,11.76432596,36.87502581,3.516051017,487.6462317
34.60624245,11.7618838,38.1265198,1.820810618,402.1671222
34.23824191,11.55030011,35.76932963,4.183143662,551.0230017
32.04781463,12.48266992,35.53602453,3.393902788,497.3895578
30.97167564,11.73136429,36.07455114,4.426364081,494.6386098
33.60685082,12.21407375,37.19842782,2.905238361,479.2474168
33.44812501,11.90375668,36.8745436,2.782757828,462.6565189
33.36938094,12.22248394,36.35523488,3.447017793,515.5024797
33.45229528,12.00591637,36.53409567,4.712233579,576.4776072
32.90469244,11.91374515,36.0586476,1.228112423,357.8579836
35.63085386,12.12540197,38.18776368,4.019051427,597.7398789
32.24635,11.30555143,37.13312676,1.707389729,327.3779526
34.69559119,11.60899707,37.68487728,3.163091931,510.4013885
34.34392191,11.6930582,36.81293413,3.447092896,510.5014785
33.68093695,11.20156988,37.83544773,2.208813678,403.8195198
32.0609144,12.62543264,35.53914243,5.41235784,627.6033187
33.4310971,13.35063168,37.96597162,2.768851943,510.6617922
33.23765998,13.56615961,36.4179848,3.746572973,573.8474377
34.70252897,11.69573629,37.19026771,3.576525915,529.0490041
32.64677668,11.49940906,38.33257633,4.958264473,551.6201455
33.32250105,12.39142299,36.84008573,2.336484668,456.4695101
33.71598092,12.41880832,35.77101619,2.735159567,497.7786422
